Object,Maneuver,New Position
FENGYUN 1C DEB,[-0.03988196 -0.0522699   0.07534777],"[-0.20916078176000652, -0.5408726509417997, 0.19655527069444925]"
FENGYUN 1C DEB,[-0.03503702 -0.08391601 -0.04159939],"[-0.24419780561050267, -0.6247886656745634, 0.15495587849852457]"
FENGYUN 1C DEB,[ 0.02739406 -0.05782669 -0.07684816],"[-0.216803744829569, -0.6826153510024089, 0.07810771718073607]"
FENGYUN 1C DEB,[-0.03950446 -0.08691013 -0.02976621],"[-0.2563082048198576, -0.7695254807855488, 0.048341511813684956]"
FENGYUN 1C DEB,[-0.03159966 -0.09443585  0.00912864],"[-0.28790786316379, -0.8639613296964271, 0.05747014988453187]"
FENGYUN 1C DEB,[-0.09970903  0.00757495  0.00085375],"[-0.3876168962766654, -0.8563863825488801, 0.05832390125782237]"
FENGYUN 1C DEB,[-0.05274321 -0.08357445 -0.01527955],"[-0.44036010292798794, -0.9399608367207306, 0.0430443475335431]"
FENGYUN 1C DEB,[-0.02790847 -0.08150993 -0.0507666 ],"[-0.468268572527577, -1.0214707708701365, -0.007722255263653645]"
FENGYUN 1C DEB,[-0.05860348 -0.05470569 -0.0597739 ],"[-0.5268720563195027, -1.0761764562990908, -0.06749615984749183]"
FENGYUN 1C DEB,[-0.08597992 -0.05009166 -0.00991352],"[-0.6128519799507324, -1.126268120326043, -0.07740968229810768]"
FENGYUN 1C DEB,[ 0.01356243 -0.09850582  0.01061436],"[-0.5992895474312431, -1.2247739363587242, -0.06679532259580494]"
FENGYUN 1C DEB,[-0.03154696 -0.09423831 -0.01113242],"[-0.6308365067051953, -1.3190122431925104, -0.07792774756383256]"
FENGYUN 1C DEB,[-0.01490509 -0.09825804  0.01109934],"[-0.6457415975249611, -1.4172702858901878, -0.06682840916571492]"
FENGYUN 1C DEB,[-0.0244102  -0.09567895  0.01580125],"[-0.6701518016054862, -1.5129492402190556, -0.05102715493443506]"
FENGYUN 1C DEB,[-0.00138077 -0.09413604 -0.03371202],"[-0.6715325737764669, -1.6070852756300407, -0.08473917512477105]"
FENGYUN 1C DEB,[-0.05943392 -0.0776929  -0.0207707 ],"[-0.7309664913743757, -1.6847781796259584, -0.10550987823386443]"
FENGYUN 1C DEB,[-0.04927769 -0.085619    0.01552726],"[-0.7802441856457868, -1.7703971784730494, -0.08998261563818534]"
FENGYUN 1C DEB,[-0.03019578 -0.09513121  0.00618602],"[-0.8104399659607818, -1.8655283932413933, -0.08379659689687809]"
FENGYUN 1C DEB,[ 0.0536109  -0.0809172  -0.02404742],"[-0.07642511339804611, 0.0053124525210784534, 0.13523672337255843]"
FENGYUN 1C DEB,[ 0.01000937 -0.00930831 -0.09906144],"[-0.06641574529533951, -0.0039958539356124145, 0.036175287984750504]"
FENGYUN 1C DEB,[-0.09704289  0.00848248  0.02259924],"[-0.16345863058493415, 0.004486630820735523, 0.05877453281790594]"
FENGYUN 1C DEB,[-0.05373993  0.02077245  0.08173448],"[-0.21719855613755745, 0.025259076380700185, 0.14050901701556154]"
FENGYUN 1C DEB,[-0.02231761 -0.05751663  0.07870046],"[-0.23951616518602628, -0.03225754873075544, 0.21920947547768216]"
FENGYUN 1C DEB,[ 0.0686288  -0.07169504 -0.01224369],"[-0.170887361029346, -0.10395259260819768, 0.2069657863508031]"
FENGYUN 1C DEB,[-0.04116221  0.00722006  0.09084901],"[-0.2120495672925677, -0.09673253161260481, 0.29781480117630305]"
FENGYUN 1C DEB,[-0.0034809  -0.09991691 -0.00211987],"[-0.21553047148615956, -0.19664944428732362, 0.29569492675840553]"
FENGYUN 1C DEB,[-0.07379719 -0.04645767 -0.04894548],"[-0.289327663013117, -0.24310711233111598, 0.246749450944329]"
FENGYUN 1C DEB,[ 0.03122473 -0.00726419 -0.09472195],"[-0.2581029329226344, -0.2503713026554823, 0.1520275011665299]"
FENGYUN 1C DEB,[-0.07202358 -0.06016683 -0.03453341],"[-0.3301265116195227, -0.31053813639167327, 0.1174940937201934]"
FENGYUN 1C DEB,[-0.06676046 -0.0611828   0.04242295],"[-0.3968869677723264, -0.3717209320036021, 0.15991704759399286]"
FENGYUN 1C DEB,[-0.0689846  -0.06484577  0.0321893 ],"[-0.46587156437941646, -0.43656670547536613, 0.19210634851535058]"
FENGYUN 1C DEB,[-0.02739473 -0.08973195 -0.0346079 ],"[-0.4932662913546279, -0.5262986515628533, 0.1574984478956088]"
FENGYUN 1C DEB,[-0.08469433  0.05118666  0.01438039],"[-0.5779606261792893, -0.47511199245963004, 0.1718788365711128]"
FENGYUN 1C DEB,[-0.06333975 -0.06278169  0.04523865],"[-0.6413003719826826, -0.5378936859561095, 0.21711748778084294]"
FENGYUN 1C DEB,[-0.08382319 -0.05452293  0.00096107],"[-0.725123558642457, -0.5924166144097875, 0.2180785554349312]"
FENGYUN 1C DEB,[-0.05414191 -0.08187362 -0.01911449],"[-0.7792654689349356, -0.6742902356221154, 0.19896406618040355]"
FENGYUN 1C DEB,[-0.05586421 -0.0705839   0.04355575],"[-0.8351296747381353, -0.7448741357095405, 0.24251981848048615]"
FENGYUN 1C DEB,[-0.07015524 -0.06386322 -0.03161853],"[-0.9052849123708728, -0.8087373557995589, 0.21090128352979615]"
FENGYUN 1C DEB,[-0.07219273 -0.06149134 -0.03173367],"[-0.9774776395732471, -0.8702286920871565, 0.17916761527903835]"
FENGYUN 1C DEB,[-0.0583101  -0.05832498 -0.056552  ],"[-1.0357877441906502, -0.9285536738519279, 0.12261561972055615]"
FENGYUN 1C DEB,[-0.01064331 -0.0968154   0.02266051],"[-1.0464310589035795, -1.0253690715514379, 0.14527612766294906]"
FENGYUN 1C DEB,[-0.04063548 -0.08312252  0.03793949],"[-1.087066536556077, -1.1084915886348123, 0.18321562040702113]"
FENGYUN 1C DEB,[-0.06819556 -0.06037798  0.0412779 ],"[-1.1552620975913206, -1.1688695651308125, 0.22449352502119485]"
FENGYUN 1C DEB,[-0.02831907 -0.09414469 -0.01829774],"[-1.1835811708449826, -1.2630142556431643, 0.20619578367459007]"
FENGYUN 1C DEB,[-0.06853758 -0.0727005  -0.00415172],"[-1.252118751509589, -1.3357147596074705, 0.20204406596038146]"
FENGYUN 1C DEB,[-0.05353784 -0.08199107  0.02027721],"[-1.3056565886511255, -1.4177058255846453, 0.22232127223079526]"
FENGYUN 1C DEB,[-0.0810161  -0.05433842  0.02199381],"[-1.386672686551035, -1.472044250341459, 0.24431507763187066]"
FENGYUN 1C DEB,[-0.04096312  0.06676607 -0.06216361],"[-0.5829060781497106, 0.7747043747111247, 0.2818833058238248]"
FENGYUN 1C DEB,[-0.05555122  0.0330666   0.07629327],"[-0.6384572956268806, 0.80777097105992, 0.3581765718615952]"
FENGYUN 1C DEB,[-0.01380652  0.09777181  0.01581309],"[-0.6522638170149188, 0.9055427780444321, 0.3739896590410477]"
FENGYUN 1C DEB,[-0.09930196  0.00244869  0.01153798],"[-0.751565774811152, 0.9079914694325318, 0.38552764362766223]"
FENGYUN 1C DEB,[-0.07622507  0.06133198 -0.02069124],"[-0.8277908454607049, 0.9693234448146234, 0.3648364039306023]"
FENGYUN 1C DEB,[-0.05044578  0.05315417  0.06804305],"[-0.8782366255471443, 1.0224776185170064, 0.43287945713581577]"
FENGYUN 1C DEB,[-0.04698884  0.08816365  0.00438412],"[-0.9252254659305225, 1.1106412638283196, 0.43726357903721896]"
FENGYUN 1C DEB,[-0.05266057  0.08445708  0.00968846],"[-0.9778860402054723, 1.195098339110623, 0.4469520439203591]"
FENGYUN 1C DEB,[-0.04989297  0.06719422  0.05473234],"[-1.0277790058370688, 1.262292559413244, 0.5016843811480636]"
FENGYUN 1C DEB,[-0.07321643  0.06703052  0.01209395],"[-1.100995432749418, 1.3293230834237093, 0.5137783333999556]"
FENGYUN 1C DEB,[-0.04537343  0.08864782  0.00910037],"[-1.1463688606319185, 1.417970900070432, 0.5228786985552982]"
FENGYUN 1C DEB,[-0.05517719  0.07157748  0.04280354],"[-1.2015460489886696, 1.489548375539477, 0.5656822368497181]"
FENGYUN 1C DEB,[-0.01727885  0.00970504  0.0980166 ],"[-0.17388822562907083, 0.08958560713466379, 1.0268267251970475]"
FENGYUN 1C DEB,[ 0.04507949 -0.0253338   0.08559228],"[-0.12880873566684128, 0.06425180962000045, 1.1124190045698465]"
FENGYUN 1C DEB,[-0.01659743  0.01884599  0.09679542],"[-0.1454061614189996, 0.0830977994074763, 1.2092144286731168]"
FENGYUN 1C DEB,[0.04561424 0.04474008 0.07692637],"[-0.09979192492197844, 0.12783787559197657, 1.28614080264069]"
FENGYUN 1C DEB,[-0.02300059  0.00592704  0.09713827],"[-0.12279250993949314, 0.13376491474469154, 1.3832790715965153]"
FENGYUN 1C DEB,[-0.05174362  0.06082097  0.06019475],"[-0.17453612522310938, 0.1945858871384861, 1.4434738188295952]"
FENGYUN 1C DEB,[ 0.00192137 -0.02793557  0.09599954],"[-0.1726147565335849, 0.1666503140158208, 1.5394733609986448]"
FENGYUN 1C DEB,[-0.02998174 -0.01098988  0.09476454],"[-0.20259649282420447, 0.1556604390012852, 1.6342379014985842]"
FENGYUN 1C DEB,[-0.04073419  0.00921581  0.0908614 ],"[-0.24333068382339407, 0.1648762525586266, 1.7250993039977636]"
FENGYUN 1C DEB,[-0.01148403 -0.00617952  0.09914601],"[-0.25481471586614185, 0.1586967304951999, 1.8242453100449503]"
FENGYUN 1C DEB,[-0.01089515  0.01374938  0.09844923],"[-0.2657098675898472, 0.1724461093373944, 1.9226945368086545]"
FENGYUN 1C DEB,[-0.00457965  0.00451787  0.09979286],"[-0.2702895151158276, 0.17696398211201886, 2.022487400552161]"
FENGYUN 1C DEB,[-0.02084675  0.02278296  0.0951123 ],"[-0.017222723266227705, 0.012664958693439015, 0.1149767990143085]"
FENGYUN 1C DEB,[ 0.00449335 -0.06173808  0.07853801],"[-0.012729374922222526, -0.04907311856835442, 0.19351481297364065]"
FENGYUN 1C DEB,[ 0.08322794 -0.05397618 -0.01263651],"[0.07049856879671385, -0.10304929833504298, 0.1808783022957801]"
FENGYUN 1C DEB,[-0.00342849  0.00845474  0.09958294],"[0.0670700823683538, -0.09459456038996973, 0.2804612470558679]"
FENGYUN 1C DEB,[ 0.04598673 -0.01520841 -0.08748671],"[0.1130568142111979, -0.10980296554473053, 0.19297453431008577]"
FENGYUN 1C DEB,[ 0.07260351  0.01280062 -0.06756386],"[0.18566032065903473, -0.09700234684986704, 0.1254106755355336]"
FENGYUN 1C DEB,[ 0.02195558 -0.0606179  -0.07644228],"[0.20761589930857816, -0.15762024672475983, 0.04896839155002469]"
FENGYUN 1C DEB,[-0.00782415 -0.0780911   0.06197228],"[0.19979175096145477, -0.23571134299657176, 0.1109406707215124]"
FENGYUN 1C DEB,[ 0.05818505 -0.07053976  0.04048015],"[0.2579767988987562, -0.30625110380538795, 0.15142081822085998]"
FENGYUN 1C DEB,[-0.00785743  0.01027253 -0.09916015],"[0.25011936852582084, -0.2959785751084473, 0.0522606652252892]"
FENGYUN 1C DEB,[-0.02768442 -0.0158964  -0.09476749],"[0.22243494398755734, -0.31187497426403393, -0.04250682462155363]"
FENGYUN 1C DEB,[-0.06646217  0.0059652  -0.0744795 ],"[0.15597277622456285, -0.3059097724743552, -0.11698632934501423]"
FENGYUN 1C DEB,[ 0.00646752  0.09583063 -0.02783274],"[0.1624402952134182, -0.21007914055954663, -0.1448190651957578]"
FENGYUN 1C DEB,[ 0.04421869 -0.08554764  0.02695013],"[0.20665898054082563, -0.2956267781448464, -0.11786893399960334]"
FENGYUN 1C DEB,[ 0.01809288 -0.06122361 -0.07696959],"[0.22475186370695036, -0.35685038683535764, -0.19483852096515822]"
FENGYUN 1C DEB,[-0.00541361 -0.00570384 -0.09969032],"[0.21933824932783696, -0.36255422739439996, -0.29452883635352123]"
FENGYUN 1C DEB,[ 0.05032721 -0.04944329 -0.07086983],"[0.269665455416499, -0.41199752179894583, -0.3653986674929754]"
FENGYUN 1C DEB,[ 0.04514776 -0.08105671 -0.03730268],"[0.3148132188908918, -0.49305422866717846, -0.40270134467488405]"
FENGYUN 1C DEB,[-0.03061    -0.07621867 -0.05704158],"[0.28420322053123487, -0.5692728986655535, -0.4597429290156139]"
FENGYUN 1C DEB,[ 0.0344812  -0.07207804 -0.06013154],"[0.31868442480920356, -0.6413509387586748, -0.5198744738808126]"
FENGYUN 1C DEB,[-0.03141269 -0.02057414 -0.09268197],"[0.28727173805980744, -0.6619250776946219, -0.612556445796761]"
FENGYUN 1C DEB,[ 0.05575427 -0.07199313 -0.0413334 ],"[0.343026010880911, -0.7339182120168761, -0.6538898423744417]"
FENGYUN 1C DEB,[ 0.03388052 -0.06759958 -0.0654401 ],"[0.37690653166656074, -0.801517792084869, -0.7193299454147348]"
FENGYUN 1C DEB,[ 0.02004489 -0.02097466 -0.09569883],"[0.3969514176837062, -0.8224924529147783, -0.8150287758549754]"
FENGYUN 1C DEB,[ 0.00246395 -0.02321017 -0.09723794],"[0.39941536538810224, -0.8457026200761979, -0.9122667165059835]"
FENGYUN 1C DEB,[ 0.02591357 -0.07838923 -0.05642354],"[0.4253289351364173, -0.9240918505075302, -0.9686902528652255]"
FENGYUN 1C DEB,[ 0.04487796 -0.05506295 -0.07038494],"[0.47020689256243026, -0.9791548025814099, -1.0390751961853604]"
FENGYUN 1C DEB,[ 0.02659494 -0.07501389 -0.06054441],"[0.49680182984643906, -1.0541686922097824, -1.0996196069404582]"
FENGYUN 1C DEB,[ 0.03446963 -0.02927988 -0.08918819],"[0.5312714559613507, -1.083448569001543, -1.1888077994917008]"
FENGYUN 1C DEB,[-0.00984116 -0.06225771 -0.07763459],"[0.5214302923187915, -1.1457062758758758, -1.2664423886444103]"
FENGYUN 1C DEB,[ 0.03509905 -0.04505272 -0.0820872 ],"[0.5565293457552049, -1.1907589940022565, -1.3485295925028236]"
FENGYUN 1C DEB,[ 0.02145418 -0.09427087  0.02554839],"[0.09583561089335249, -0.1817181197247087, -0.27741435558997674]"
FENGYUN 1C DEB,[ 0.06666815 -0.04948371 -0.05573796],"[0.16250376044011677, -0.23120183158805732, -0.3331523147940538]"
FENGYUN 1C DEB,[ 0.06368981 -0.07106755  0.0298833 ],"[0.22619357165922332, -0.30226937779606733, -0.3032690113814969]"
FENGYUN 1C DEB,[ 0.02953167 -0.02899631 -0.09103348],"[0.25572524268958974, -0.33126568828074154, -0.39430249085158303]"
FENGYUN 1C DEB,[ 0.0154764  -0.04757018 -0.08658845],"[0.271201647369014, -0.37883586652004186, -0.4808909371968079]"
FENGYUN 1C DEB,[ 0.00407668 -0.09305563 -0.03638724],"[0.2752783280724698, -0.4718914927838758, -0.5172781752767684]"
FENGYUN 1C DEB,[ 0.03708259 -0.06461512 -0.06670658],"[0.31236092117552405, -0.5365066121574654, -0.5839847539410208]"
FENGYUN 1C DEB,[ 0.02589141  0.04728273 -0.08422576],"[0.33825233540559085, -0.4892238791018783, -0.6682105090516827]"
FENGYUN 1C DEB,[ 0.04196477 -0.07357101 -0.05316262],"[0.38021710557494354, -0.562794889264214, -0.7213731324663235]"
FENGYUN 1C DEB,[ 0.04026266 -0.0670524  -0.06231287],"[0.4204797665789432, -0.6298472872597565, -0.7836860047474531]"
FENGYUN 1C DEB,[-0.00844724 -0.06335855 -0.07690473],"[0.4120325221060203, -0.6932058381295412, -0.8605907386231748]"
FENGYUN 1C DEB,[ 0.02105301 -0.00593417 -0.09757846],"[0.4330855356775476, -0.6991400116974319, -0.9581692004045702]"
FENGYUN 1C DEB,[ 0.0065079  -0.0044995  -0.09968652],"[0.43959343804597145, -0.7036395074054403, -1.0578557177734536]"
FENGYUN 1C DEB,[ 0.02999787 -0.06330109 -0.07136595],"[0.46959131301911416, -0.7669406020883521, -1.1292216684014718]"
FENGYUN 1C DEB,[ 0.04608221 -0.03466045 -0.08170118],"[0.5156735260401513, -0.8016010553101082, -1.210922847251879]"
FENGYUN 1C DEB,[ 0.0308395  -0.05552665 -0.07723805],"[0.5465130276884094, -0.8571277054635061, -1.2881608965593883]"
FENGYUN 1C DEB,[ 0.02333396 -0.05454862 -0.08049828],"[0.5698469919801182, -0.9116763285371515, -1.368659181206967]"
FENGYUN 1C DEB,[ 0.01865414 -0.03203045 -0.09287666],"[0.5885011275540225, -0.9437067828239953, -1.461535837176962]"
FENGYUN 1C DEB,[ 0.05725057  0.01611048 -0.0803917 ],"[0.007670988048524681, 0.4733548052759212, -0.530971558406482]"
FENGYUN 1C DEB,[-0.01258524  0.09595475 -0.02518526],"[-0.004914255044151453, 0.5693095571789041, -0.5561568168632709]"
FENGYUN 1C DEB,[ 0.01818908 -0.03419445 -0.09219489],"[0.013274823118178077, 0.5351151084525836, -0.6483517034454871]"
FENGYUN 1C DEB,[-0.0412802   0.05670563 -0.07127704],"[-0.028005380231042924, 0.5918207353291901, -0.7196287452750836]"
FENGYUN 1C DEB,[-0.00334161  0.06466274 -0.07620737],"[-0.03134698752509703, 0.6564834775313225, -0.7958361165169319]"
FENGYUN 1C DEB,[ 0.05156613  0.02363984 -0.08235346],"[0.02021914067609676, 0.6801233136275175, -0.8781895777173154]"
FENGYUN 1C DEB,[ 0.00209347  0.06739701 -0.07384619],"[0.02231261516179496, 0.7475203237063672, -0.9520357719117976]"
FENGYUN 1C DEB,[ 0.01401705  0.04680737 -0.08725017],"[0.03632966435209508, 0.7943276970883288, -1.0392859417057776]"
FENGYUN 1C DEB,[ 0.03289706 -0.01465134 -0.09329052],"[0.06922672900967253, 0.7796763606288235, -1.1325764636084101]"
FENGYUN 1C DEB,[ 0.03871745  0.06086729 -0.06925411],"[0.10794417903528183, 0.8405436514213921, -1.2018305752198324]"
FENGYUN 1C DEB,[-0.00220207  0.0206422  -0.09782152],"[0.10574211240455092, 0.8611858499719294, -1.2996520991373937]"
FENGYUN 1C DEB,[ 0.02268053  0.04861401 -0.08439356],"[0.12842264082788069, 0.909799855149127, -1.3840456541701682]"
FENGYUN 1C DEB,[ 0.00390047  0.01491205 -0.09880494],"[0.13232311016203807, 0.9247119066396509, -1.4828505986786151]"
FENGYUN 1C DEB,[-0.05561406 -0.08290419 -0.00582848],"[-0.6239585423432138, 0.22835816701823697, 0.2720454588173932]"
FENGYUN 1C DEB,[-0.08762362  0.0424962  -0.02271945],"[-0.7115821665257338, 0.2708543658548929, 0.24932600526859736]"
FENGYUN 1C DEB,[-0.03765213  0.06678391 -0.06420457],"[-0.7492342918960309, 0.33763827463461116, 0.18512143391108649]"
FENGYUN 1C DEB,[-0.0943448   0.02889115 -0.01625913],"[-0.843579094908155, 0.3665294268232568, 0.16886229894590402]"
FENGYUN 1C DEB,[-0.08989995  0.03856759  0.02074945],"[-0.9334790495938142, 0.4050970125573183, 0.18961174419540958]"
FENGYUN 1C DEB,[-0.0903376  -0.00648755 -0.04239139],"[-1.0238166484294384, 0.39860945832747485, 0.14722035501401268]"
FENGYUN 1C DEB,[-0.08499595 -0.01296545  0.05106453],"[-1.1088125963374331, 0.38564401188176767, 0.19828488318851922]"
FENGYUN 1C DEB,[-0.09312468  0.03034623 -0.02017179],"[-1.2019372728032116, 0.4159902408626448, 0.17811309546942306]"
FENGYUN 1C DEB,[-0.09166102 -0.0175179  -0.03593579],"[-1.2935982896883036, 0.39847234435249496, 0.14217730153843344]"
FENGYUN 1C DEB,[-0.08871425 -0.03282212 -0.03244211],"[-1.3823125413363284, 0.36565022809367925, 0.10973519558299785]"
FENGYUN 1C DEB,[-0.09334004 -0.00660776  0.03527002],"[-1.4756525832627083, 0.3590424643088155, 0.14500521161567181]"
FENGYUN 1C DEB,[-0.09018715 -0.04270513  0.00652308],"[-1.5658397313427528, 0.3163373380890119, 0.15152828725058287]"
FENGYUN 1C DEB,[-0.08580366  0.03824837  0.03427527],"[-1.651643391597022, 0.35458571156629615, 0.18580355257868983]"
FENGYUN 1C DEB,[-0.08774956 -0.01397832  0.04587615],"[-1.7393929514655935, 0.34060739582175953, 0.23167970577202127]"
FENGYUN 1C DEB,[-0.09020044  0.03796464 -0.02055645],"[-1.8295933868271985, 0.37857203430983516, 0.21112325459370188]"
FENGYUN 1C DEB,[-0.09620782  0.02703967 -0.00359334],"[-1.9258012035086776, 0.40561170684211034, 0.20752991092376732]"
FENGYUN 1C DEB,[-0.09558299  0.02532934  0.01491027],"[-2.0213841939767883, 0.43094105081734563, 0.22244018479641223]"
FENGYUN 1C DEB,[ 0.01252635 -0.01003276 -0.09870377],"[0.10190347616843583, -0.15963707281761946, -0.4661671533336649]"
FENGYUN 1C DEB,[-0.00279477 -0.02750012 -0.09610376],"[0.09910870369014586, -0.18713719264659456, -0.5622709131778385]"
FENGYUN 1C DEB,[-0.02744121 -0.07588895 -0.059058  ],"[0.07166749720532882, -0.2630261447808096, -0.6213289112020558]"
FENGYUN 1C DEB,[ 0.01056636 -0.04066817 -0.09074388],"[0.08223385514832394, -0.3036943195183239, -0.7120727905732812]"
FENGYUN 1C DEB,[-0.00351237  0.06104216 -0.07912976],"[0.07872149009785406, -0.24265216096331582, -0.791202545853438]"
FENGYUN 1C DEB,[ 0.01174773 -0.05259282 -0.08423768],"[0.09046922008481321, -0.2952449792248101, -0.875440223334877]"
FENGYUN 1C DEB,[ 0.00959818 -0.04275815 -0.08988668],"[0.10006740268360251, -0.3380031252387927, -0.9653269066658757]"
FENGYUN 1C DEB,[ 0.03789252 -0.03964387 -0.0836213 ],"[0.13795991800562896, -0.37764699245371186, -1.0489482022478975]"
FENGYUN 1C DEB,[-0.0247254   0.02909464 -0.09242379],"[0.11323451498168238, -0.34855235670738105, -1.141371990398415]"
FENGYUN 1C DEB,[-0.00471569 -0.03121043 -0.09488768],"[0.10851882305326002, -0.3797627879863483, -1.2362596673065207]"
FENGYUN 1C DEB,[ 0.05470101 -0.02163801 -0.08086777],"[0.16321983758464448, -0.40140079554382324, -1.3171274336796557]"
FENGYUN 1C DEB,[ 0.01407036  0.00309425 -0.09895681],"[0.17729019722228545, -0.3983065407015425, -1.416084245302901]"
FENGYUN 1C DEB,[-0.00399549 -0.01411876 -0.09891763],"[0.17329470305346886, -0.4124252973624513, -1.5150018713191828]"
FENGYUN 1C DEB,[-0.01685092  0.0979102  -0.01138592],"[-0.19439105162599984, 0.9917467465524509, 0.3074451655574505]"
FENGYUN 1C DEB,[-0.03274296  0.09444282 -0.00290721],"[-0.2271340118462704, 1.0861895688007202, 0.30453795352603774]"
FENGYUN 1C DEB,[-0.00513939  0.09364376 -0.03470494],"[-0.2322733994771169, 1.17983333075189, 0.26983301810738974]"
FENGYUN 1C DEB,[0.01701755 0.07896902 0.05894317],"[-0.21525584808282774, 1.2588023460749311, 0.32877619042999245]"
FENGYUN 1C DEB,[ 0.0477637   0.08733986 -0.00950676],"[-0.1674921502541154, 1.3461422036873714, 0.3192694327300125]"
FENGYUN 1C DEB,[ 0.05506483  0.08312701 -0.00760033],"[-0.11242732439224594, 1.429269214437775, 0.3116691013882709]"
FENGYUN 1C DEB,[-0.0597857   0.07421305  0.03030006],"[-0.17221302438464178, 1.503482262966191, 0.34196915921887944]"
FENGYUN 1C DEB,[0.05135037 0.08121012 0.02771382],"[-0.12086265252481357, 1.584692382622072, 0.3696829784312304]"
FENGYUN 1C DEB,[ 0.02698788  0.0962546  -0.00258957],"[-0.09387477014699237, 1.6809469842921636, 0.3670934104956687]"
FENGYUN 1C DEB,[0.02200985 0.08212408 0.0526422 ],"[-0.07186492040444639, 1.763071068054261, 0.4197356120125751]"
FENGYUN 1C DEB,[-0.00059367  0.09105815  0.0413287 ],"[-0.07245859247343978, 1.8541292143090793, 0.46106431334845815]"
FENGYUN 1C DEB,[-0.00013299  0.09992586  0.00384765],"[-0.07259158022625492, 1.954055076488802, 0.4649119596285425]"
FENGYUN 1C DEB,[ 0.08098399  0.02621523 -0.05248194],"[0.06906262541427723, -0.04225583682693154, 0.3782553104437335]"
